Domain name,Domain type,Agency,Organization name,City,State,Security contact email,URL,HasRobotsTxt,UserAgents
southmiamipdfl.gov,City,Non-Federal Agency,City of South Miami,South Miami,FL,(blank),http://southmiamipdfl.gov,False,[]
southmilwaukee.gov,City,Non-Federal Agency,City of South Milwaukee,South Milwaukee,WI,cybersecurity@smwi.org,http://southmilwaukee.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
southogdencity.gov,City,Non-Federal Agency,South Ogden City,South Ogden City,UT,security@southogdencity.gov,http://southogdencity.gov,False,[]
southoldtownny.gov,City,Non-Federal Agency,Town of Southold,Southold,NY,(blank),http://southoldtownny.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
southpasadenaca.gov,City,Non-Federal Agency,City of South Pasadena,South Pasadena,CA,helpdesk@acorntechservices.com,http://southpasadenaca.gov,True,[]
southpittsburg-tn.gov,City,Non-Federal Agency,City of South Pittsburg,South Pittsburg,TN,hpickett@southpittsburg-tn.gov,http://southpittsburg-tn.gov,True,[]
southportland.gov,City,Non-Federal Agency,City of South Portland,South Portland,ME,(blank),http://southportland.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
southsideplacetx.gov,City,Non-Federal Agency,City of Southside Place,Houston,TX,police@southsideplacetx.gov,http://southsideplacetx.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
southstpaulmn.gov,City,Non-Federal Agency,City of South St Paul,South St Paul,MN,italerts@southstpaul.org,http://southstpaulmn.gov,False,[]
southtucsonaz.gov,City,Non-Federal Agency,City of South Tucson,South Tucson,AZ,laguirre@southtucson.org,http://southtucsonaz.gov,False,[]
southwebsterohio.gov,City,Non-Federal Agency,"Village of South Webster, OH",South Webster,OH,security@southwebsterohio.gov,http://southwebsterohio.gov,False,[]
southwickma.gov,City,Non-Federal Agency,"Town of Southwick, Massachusetts",Southwick,MA,southwick.it@gmail.com,http://southwickma.gov,False,[]
southwindsor-ct.gov,City,Non-Federal Agency,Town of South Windsor,South Windsor,CT,(blank),http://southwindsor-ct.gov,False,[]
spanishfortal.gov,City,Non-Federal Agency,City of Spanish Fort,Spanish Fort,AL,lance.cbi@gmail.com,http://spanishfortal.gov,False,[]
sparksga.gov,City,Non-Federal Agency,City of Sparks,Sparks,GA,(blank),http://sparksga.gov,False,[]
sparksnv.gov,City,Non-Federal Agency,City of Sparks,Sparks,NV,(blank),http://sparksnv.gov,True,"['LinkedInBot/1.0', 'Bingbot', 'Twitterbot', 'Googlebot', 'FacebookBot']"
spartanj.gov,City,Non-Federal Agency,Township of Sparta,Sparta,NJ,Michael.Dempsey@spartanj.org,http://spartanj.gov,True,[]
spartatn.gov,City,Non-Federal Agency,City of Sparta,Sparta,TN,(blank),http://spartatn.gov,True,[]
speakertwpmi.gov,City,Non-Federal Agency,Speaker Township,Melvin,MI,support@itright.com,http://speakertwpmi.gov,True,[]
speedwayin.gov,City,Non-Federal Agency,Town of Speedway,Speedway,IN,it@speedwayin.gov,http://speedwayin.gov,True,[]
spencerma.gov,City,Non-Federal Agency,Town of Spencer,Spencer,MA,(blank),http://spencerma.gov,True,[]
spencernc.gov,City,Non-Federal Agency,Town of Spencer,Spencer,NC,giossi@membank.com,http://spencernc.gov,True,[]
sperryok.gov,City,Non-Federal Agency,Town of Sperry,Sperry,OK,jjohnson@sperryok.gov,http://sperryok.gov,False,[]
spiritlakeid.gov,City,Non-Federal Agency,City of Spirit Lake,Spirit Lake,ID,jeremy.cowperthwaite@spiritlakeid.gov,http://spiritlakeid.gov,False,[]
spokane.gov,City,Non-Federal Agency,City of Spokane,Spokane,WA,(blank),http://spokane.gov,False,[]
spokanevalleywa.gov,City,Non-Federal Agency,City of Spokane Valley,Spokane Valley,WA,security@spokanevalley.org,http://spokanevalleywa.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
springcitypa.gov,City,Non-Federal Agency,Spring City Borough,Spring City,PA,(blank),http://springcitypa.gov,False,[]
springdalear.gov,City,Non-Federal Agency,City of Springdale,Springdale,AR,mgutte@springdalear.gov,http://springdalear.gov,True,[]
springdalewi.gov,City,Non-Federal Agency,Town of Springdale,Mt Horeb,WI,(blank),http://springdalewi.gov,False,[]
springervilleaz.gov,City,Non-Federal Agency,Town of Springerville,Springerville,AZ,(blank),http://springervilleaz.gov,False,[]
springfieldchartertownship.gov,City,Non-Federal Agency,Springfield Charter Township,Davisburg,MI,webmaster@springfield-twp.us,http://springfieldchartertownship.gov,False,[]
springfieldco.gov,City,Non-Federal Agency,Town Of Springfield,Springfield,CO,(blank),http://springfieldco.gov,True,[]
springfield-ma.gov,City,Non-Federal Agency,City of Springfield Massachusetts,Springfield,MA,helpdesk@springfieldcityhall.com,http://springfield-ma.gov,True,[]
springfieldma.gov,City,Non-Federal Agency,City of Springfield,Springfield,MA,helpdesk@springfieldcityhall.com,http://springfieldma.gov,True,[]
springfieldmo.gov,City,Non-Federal Agency,"City of Springfield, State of Missouri",Springfield,MO,helpdesk@springfieldmo.gov,http://springfieldmo.gov,False,[]
springfieldohio.gov,City,Non-Federal Agency,"City Of Springfield, Ohio",Springfield,OH,(blank),http://springfieldohio.gov,True,[]
springfield-or.gov,City,Non-Federal Agency,"City of Springfield, Oregon",Springfield,OR,(blank),http://springfield-or.gov,True,[]
springfieldsd.gov,City,Non-Federal Agency,City of Springfield,Springfield,SD,ddurkee@connectingpoint.biz,http://springfieldsd.gov,True,[]
springfieldtn.gov,City,Non-Federal Agency,City of Springfield,Springfield,TN,support@springfield-tn.org,http://springfieldtn.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
springfieldvt.gov,City,Non-Federal Agency,"Town of Springfield, Vermont",Springfield,VT,tosmanagerasst@vermontel.net,http://springfieldvt.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
springgrovepa.gov,City,Non-Federal Agency,Spring Grove Borough,Spring Grove,PA,manager@springgroveboro.com,http://springgrovepa.gov,False,[]
springhillks.gov,City,Non-Federal Agency,City of Spring Hill,Spring Hill,KS,it_accts@springhillks.gov,http://springhillks.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
springhilllouisiana.gov,City,Non-Federal Agency,City of Springhill,Springhill,LA,(blank),http://springhilllouisiana.gov,False,[]
springhilltn.gov,City,Non-Federal Agency,City of Spring Hill,Spring Hill,TN,(blank),http://springhilltn.gov,False,[]
springlakemi.gov,City,Non-Federal Agency,Spring Lake Township,Spring Lake,MI,itservicedesk@miottawa.org,http://springlakemi.gov,True,[]
springportmi.gov,City,Non-Federal Agency,Village of Springport,Springport,MI,kps@shumakergroup.com,http://springportmi.gov,True,[]
springportny.gov,City,Non-Federal Agency,Town of Springport,Cayuga,NY,clerk@springportny.gov,http://springportny.gov,False,[]
sprucepine-nc.gov,City,Non-Federal Agency,Town of Spruce Pine,Spruce Pine,NC,dewayne@ncpctech.com,http://sprucepine-nc.gov,True,[]
ssfca.gov,City,Non-Federal Agency,City of South San Francisco,South San Francisco,CA,tony.barrera@ssf.net,http://ssfca.gov,False,[]
sslc.gov,City,Non-Federal Agency,South Salt Lake City,South Salt Lake,UT,sturnblom@sslc.gov,http://sslc.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
staffordks.gov,City,Non-Federal Agency,City of Stafford,Stafford,KS,(blank),http://staffordks.gov,False,[]
staffordnj.gov,City,Non-Federal Agency,City of Stafford,Manawhakin,NJ,(blank),http://staffordnj.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
staffordtx.gov,City,Non-Federal Agency,"City of Stafford, TX",stafford,TX,itsg_team@staffordtx.gov,http://staffordtx.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
stalbansvt.gov,City,Non-Federal Agency,Town of St. Albans,St. Albans,VT,j.gray@stalbanstown.com,http://stalbansvt.gov,False,[]
stalbanswv.gov,City,Non-Federal Agency,City of St. Albans,St. Albans,WV,hello@ancarnadigital.com,http://stalbanswv.gov,False,[]
stamfordct.gov,City,Non-Federal Agency,City of Stamford,Stamford,CT,webmaster@stamfordct.gov,http://stamfordct.gov,False,[]
stampinggroundky.gov,City,Non-Federal Agency,Stamping Ground,Stamping Ground,KY,cityofstampingground@gmail.com,http://stampinggroundky.gov,True,[]
stanfordky.gov,City,Non-Federal Agency,City of Stanford,Stanford,KY,cclark@bgadd.org,http://stanfordky.gov,False,[]
stanfordny.gov,City,Non-Federal Agency,Town of Stanford,Stanfordville,NY,wburton@townofstanford.org,http://stanfordny.gov,False,[]
stanhopenj.gov,City,Non-Federal Agency,Stanhope  Borough,Stanhope,NJ,bmcneilly@stanhopenj.gov,http://stanhopenj.gov,True,[]
stantonca.gov,City,Non-Federal Agency,City of Stanton,Stanton,CA,smartin@stantonca.gov,http://stantonca.gov,False,[]
stantonky.gov,City,Non-Federal Agency,City of Stanton,Stanton,KY,(blank),http://stantonky.gov,True,"['AhrefsBot', 'PetalBot', 'dotbot', 'AdsBot-Google-Mobile', 'AdsBot-Google', 'Googlebot']"
stanwoodwa.gov,City,Non-Federal Agency,"City of Stanwood - Stanwood, WA",Stanwood,WA,City.Clerk@ci.stanwood.wa.us,http://stanwoodwa.gov,False,[]
staplestx.gov,City,Non-Federal Agency,City of Staples,Staples,TX,mayorclarkcos@gmail.com,http://staplestx.gov,False,[]
starcitywv.gov,City,Non-Federal Agency,Town of Star City,STAR CITY,WV,info@starcitywv.com,http://starcitywv.gov,False,[]
starknh.gov,City,Non-Federal Agency,Town Of Stark NH,Stark,NH,patty@townofstark.com,http://starknh.gov,False,[]
starnc.gov,City,Non-Federal Agency,Town of Star,Star,NC,(blank),http://starnc.gov,False,[]
statecollegepa.gov,City,Non-Federal Agency,City of State College,State College,PA,(blank),http://statecollegepa.gov,False,[]
statesboroga.gov,City,Non-Federal Agency,City of Statesboro,Statesboro,GA,(blank),http://statesboroga.gov,False,[]
staytonoregon.gov,City,Non-Federal Agency,City of Stayton,Stayton,OR,citygovernment@staytonoregon.gov,http://staytonoregon.gov,False,[]
stcharlescitymo.gov,City,Non-Federal Agency,St. Charles City,Saint Charles,MO,(blank),http://stcharlescitymo.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
stcharlesil.gov,City,Non-Federal Agency,City of St. Charles,St. Charles,IL,techsupport@stcharlesil.gov,http://stcharlesil.gov,True,[]
stcharlesparish.gov,City,Non-Federal Agency,St. Charles Parish,Hahnville,LA,aayo@stcharlesgov.net,http://stcharlesparish.gov,False,[]
stclairpa.gov,City,Non-Federal Agency,Borough of St Clair,St Clair,PA,jkankowski@sam-inc.org,http://stclairpa.gov,True,[]
stcloudfl.gov,City,Non-Federal Agency,City of St. Cloud,St. Cloud,FL,roberto.smith@stcloudfl.gov,http://stcloudfl.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
stegenevieve.gov,City,Non-Federal Agency,City of Ste Genevieve,Ste Genevieve,MO,matt@fwslash.com,http://stegenevieve.gov,False,[]
stephenscity.gov,City,Non-Federal Agency,Town of Stephens City,Stephens City,VA,bcopp@stephenscityva.us,http://stephenscity.gov,False,[]
stephenvilletx.gov,City,Non-Federal Agency,City of Stephenville,Stephenville,TX,CHhelpdesk@stephenvilletx.gov,http://stephenvilletx.gov,False,[]
sterlingheights.gov,City,Non-Federal Agency,City of Sterling Heights,Sterling Heights,MI,sdanieluk@sterling-heights.net,http://sterlingheights.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
sterlingheightsmi.gov,City,Non-Federal Agency,City of Sterling Heights,Sterling Heights,MI,(blank),http://sterlingheightsmi.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
sterling-il.gov,City,Non-Federal Agency,"City of Sterling, Illinois",Sterling,IL,kfroeter@sterling-il.gov,http://sterling-il.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
sterling-ma.gov,City,Non-Federal Agency,Town of Sterling,Sterling,MA,(blank),http://sterling-ma.gov,True,[]
stevensonal.gov,City,Non-Federal Agency,City Of Stevenson,Stevenson,AL,jcpirtle@stevensonal.gov,http://stevensonal.gov,False,[]
stevenspoint.gov,City,Non-Federal Agency,City of Stevens Point,Stevens Point,WI,itsupport@stevenspoint.com,http://stevenspoint.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
stfd-oh.gov,City,Non-Federal Agency,Sylvania Township,Sylvania,OH,oturner@sylvaniatownship.com,http://stfd-oh.gov,False,[]
stgeorgeks.gov,City,Non-Federal Agency,City of St George ,St George,KS,cityclerk@stgeorgeks.gov,http://stgeorgeks.gov,True,"['Baiduspider', 'Siteimprove', 'Yandex', 'SemrushBot-SA', 'SemrushBot']"
stgermainwi.gov,City,Non-Federal Agency,Town of St Germain,St Germain,WI,june.vogel@stg.town,http://stgermainwi.gov,False,[]
sthelensoregon.gov,City,Non-Federal Agency,City of St Helens,St Helens,OR,dcox@sthelensoregon.gov,http://sthelensoregon.gov,False,[]
stillwatermn.gov,City,Non-Federal Agency,City of Stillwater,Stillwater,MN,italerts@ci.stillwater.mn.us,http://stillwatermn.gov,False,[]
stillwaterok.gov,City,Non-Federal Agency,City of Stillwater,Stillwater,OK,security@stillwater.org,http://stillwaterok.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
stillwatertownshipmn.gov,City,Non-Federal Agency,Stillwater Township,Stillwater Township,MN,clerk@stillwatertownshipmn.gov,http://stillwatertownshipmn.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
stinesvillein.gov,City,Non-Federal Agency,Town of Stinesville (Police Department),Stinesville,IN,abuse@stinesvillepd.com,http://stinesvillein.gov,False,[]
stjohnin.gov,City,Non-Federal Agency,Town of St John,St John,IN,jdravet@stjohnin.com,http://stjohnin.gov,True,[]
stjohnks.gov,City,Non-Federal Agency,City of St John,St John,KS,(blank),http://stjohnks.gov,False,[]
stjohnsaz.gov,City,Non-Federal Agency,City of St. Johns,St. Johns,AZ,(blank),http://stjohnsaz.gov,True,[]
stjohnsmi.gov,City,Non-Federal Agency,City of St. Johns,Saint Johns,MI,service@vc3.com,http://stjohnsmi.gov,False,[]
stjosephmo.gov,City,Non-Federal Agency,City of St. Joseph,St. Joseph,MO,mrobertson@stjosephmo.gov,http://stjosephmo.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
stlouis-mo.gov,City,Non-Federal Agency,City of St. Louis,St. Louis,MO,helpdesk@stlouis-mo.gov,http://stlouis-mo.gov,True,['AddThis.com']
stlouisparkmn.gov,City,Non-Federal Agency,City of St. Louis Park,St. Louis Park,MN,webmaster@stlouispark.org,http://stlouisparkmn.gov,False,[]
stlucieco.gov,City,Non-Federal Agency,St. Lucie County,Ft. Pierce,FL,(blank),http://stlucieco.gov,False,[]
stlucievillagefl.gov,City,Non-Federal Agency,Town of St. Lucie Village,Fort Pierce,FL,(blank),http://stlucievillagefl.gov,False,[]
stmarysga.gov,City,Non-Federal Agency,City of St. Marys,St. Marys,GA,(blank),http://stmarysga.gov,True,"['LinkedInBot/1.0', 'Bingbot', 'Twitterbot', 'Googlebot', 'FacebookBot']"
stmaryspa.gov,City,Non-Federal Agency,City of St. Marys ,St. Marys,PA,(blank),http://stmaryspa.gov,True,[]
stmaryswv.gov,City,Non-Federal Agency,"City of St, Marys",St. Marys,WV,bnull@biztec.us,http://stmaryswv.gov,False,[]
stmatthewsky.gov,City,Non-Federal Agency,City of St Matthews,Louisville,KY,Shawn.Weatherholt@stmatthewsky.gov,http://stmatthewsky.gov,False,[]
stmichaelmn.gov,City,Non-Federal Agency,City of St. Michael,St. Michael,MN,technical@ci.st-michael.mn.us,http://stmichaelmn.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
stmichaelsmd.gov,City,Non-Federal Agency,"Town of St. Michaels, Maryland",St. Michaels,MD,(blank),http://stmichaelsmd.gov,False,[]
stockbridgega.gov,City,Non-Federal Agency,City of Stockbridge,Stockbridge,GA,(blank),http://stockbridgega.gov,False,[]
stockbridge-ma.gov,City,Non-Federal Agency,Town of Stockbridge,Stockbridge,MA,jshannon@net-engineering.com,http://stockbridge-ma.gov,False,[]
stockbridgevt.gov,City,Non-Federal Agency,Town of Stockbridge,Stockbridge,VT,stockbridgevtzoning@gmail.com,http://stockbridgevt.gov,False,[]
stockportny.gov,City,Non-Federal Agency,Town of Stockport,Hudson,NY,(blank),http://stockportny.gov,False,[]
stocktonca.gov,City,Non-Federal Agency,City of Stockton,Stockton,CA,(blank),http://stocktonca.gov,False,[]
stoddardwi.gov,City,Non-Federal Agency,Village of Stoddard,Stoddard,WI,vilstodd@mwt.net,http://stoddardwi.gov,True,[]
stonecrestga.gov,City,Non-Federal Agency,Governor's Commission for the City of Stonecrest,Lithonia,GA,news@stonecrestga.gov,http://stonecrestga.gov,False,[]
stoneham-ma.gov,City,Non-Federal Agency,Town of Stoneham,Stoneham,MA,secure@stoneham-ma.gov,http://stoneham-ma.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
stoningtonboroughct.gov,City,Non-Federal Agency,Borough Of Stonington,Stonington,CT,boroughstonington@snet.net,http://stoningtonboroughct.gov,True,"['AhrefsBot', 'PetalBot', 'dotbot', 'AdsBot-Google-Mobile', 'AdsBot-Google', 'Googlebot']"
stonington-ct.gov,City,Non-Federal Agency,Town of Stonington,Stonington,CT,rkizer@stonington-ct.gov,http://stonington-ct.gov,True,[]
stottscitymo.gov,City,Non-Federal Agency,Stotts City,Stotts City,MO,(blank),http://stottscitymo.gov,False,[]
stoughton-ma.gov,City,Non-Federal Agency,Town of Stoughton,Stoughton,MA,tshropshire@stoughton-ma.gov,http://stoughton-ma.gov,False,[]
stowevt.gov,City,Non-Federal Agency,Town of Stowe,Stowe,VT,domain_sec@stowevt.gov,http://stowevt.gov,False,[]
stow-ma.gov,City,Non-Federal Agency,"Town of Stow, Massachusetts",Stow,MA,(blank),http://stow-ma.gov,True,[]
stpaul.gov,City,Non-Federal Agency,City of St Paul,Saint Paul,MN,OTC-CustomerService@ci.stpaul.mn.us,http://stpaul.gov,True,[]
stpaulsnc.gov,City,Non-Federal Agency,Town of St Pauls,St. Pauls,NC,(blank),http://stpaulsnc.gov,True,"['AhrefsBot', 'PetalBot', 'dotbot', 'AdsBot-Google-Mobile', 'AdsBot-Google', 'Googlebot']"
stratfordct.gov,City,Non-Federal Agency,Town of Stratford,Stratford,CT,smatthews@townofstratford.com,http://stratfordct.gov,True,[]
stratfordnh.gov,City,Non-Federal Agency,Town of Stratford,Stratford,NH,stratfordnh@gmail.com,http://stratfordnh.gov,True,[]
stratfordwi.gov,City,Non-Federal Agency,Village of Stratford,Stratford,WI,stratfordclerk@stratfordwi.com,http://stratfordwi.gov,False,[]
strathamnh.gov,City,Non-Federal Agency,Town of Stratham,Stratham,NH,lee@ls-techsol.com,http://strathamnh.gov,True,[]
ststephenpdsc.gov,City,Non-Federal Agency,St Stephen Police Department,St Stephen,SC,(blank),http://ststephenpdsc.gov,False,[]
ststephensc.gov,City,Non-Federal Agency,"Town of St. Stephen, South Carolina",St. Stephen,SC,info@ststephensc.gov,http://ststephensc.gov,True,"['AhrefsBot', 'PetalBot', 'dotbot', 'AdsBot-Google-Mobile', 'AdsBot-Google', 'Googlebot']"
stuartfl.gov,City,Non-Federal Agency,City of Stuart,Stuart,FL,dduke@ci.stuart.fl.us,http://stuartfl.gov,True,[]
sturbridge.gov,City,Non-Federal Agency,Town of Sturbridge,Sturbridge,MA,bbarry@sturbridge.gov,http://sturbridge.gov,True,[]
sturgeonbaywi.gov,City,Non-Federal Agency,City of Sturgeon Bay,Sturgeon Bay,WI,teamthoms@hbs.net,http://sturgeonbaywi.gov,False,[]
sturgismi.gov,City,Non-Federal Agency,City of Sturgis,Sturgis,MI,(blank),http://sturgismi.gov,False,[]
sturgis-sd.gov,City,Non-Federal Agency,City of Sturgis,Sturgis,SD,(blank),http://sturgis-sd.gov,True,[]
sturtevant-wi.gov,City,Non-Federal Agency,Village of Sturtevant,Sturtevant,WI,(blank),http://sturtevant-wi.gov,False,[]
suamicowi.gov,City,Non-Federal Agency,Village of Suamico,Suamico,WI,postmaster@suamico.org,http://suamicowi.gov,True,"['LinkedInBot/1.0', 'Bingbot', 'Twitterbot', 'Googlebot', 'FacebookBot']"
sudbury-ma.gov,City,Non-Federal Agency,Town of Sudbury,Sudbury,MA,(blank),http://sudbury-ma.gov,False,[]
suffernny.gov,City,Non-Federal Agency,Village of Suffern,Suffern,NY,ITSecurity@suffernny.gov,http://suffernny.gov,False,[]
suffieldct.gov,City,Non-Federal Agency,Town of Suffield,Suffield,CT,criccitelli@suffield.org,http://suffieldct.gov,False,[]
sugarcityidaho.gov,City,Non-Federal Agency,"City of Sugar City, Idaho",Sugar City,ID,snetworktech@gmail.com,http://sugarcityidaho.gov,True,[]
sugargroveil.gov,City,Non-Federal Agency,Village of Sugar Grove,Sugar Grove,IL,secops@sugargroveil.gov,http://sugargroveil.gov,False,[]
sugarlandtx.gov,City,Non-Federal Agency,City of Sugar Land,Sugar Land,TX,admin@sugarlandtx.gov,http://sugarlandtx.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
sulphurspringsar.gov,City,Non-Federal Agency,City Of Sulphur Springs,Sulphur Springs,AR,pastordanawinn@icloud.com,http://sulphurspringsar.gov,False,[]
sultanwa.gov,City,Non-Federal Agency,City of Sultan,Sultan,WA,(blank),http://sultanwa.gov,False,[]
summerfieldnc.gov,City,Non-Federal Agency,"Town of Summerfield, NC",Summerfield,NC,(blank),http://summerfieldnc.gov,False,[]
summerfieldtwpmonroemi.gov,City,Non-Federal Agency,Summerfield Township,Petersburg,MI,kps@shumakergroup.com,http://summerfieldtwpmonroemi.gov,True,[]
summervillesc.gov,City,Non-Federal Agency,Town of Summerville,Summerville,SC,llarkin@summervillesc.gov,http://summervillesc.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
summitms.gov,City,Non-Federal Agency,Town of Summit,Summit,MS,support@securenetworksllc.com,http://summitms.gov,False,[]
sumner-jc-wi.gov,City,Non-Federal Agency,Town of Sumner,Edgerton,WI,julien@ignatek.com,http://sumner-jc-wi.gov,True,"['AhrefsBot', 'PetalBot', 'dotbot', 'AdsBot-Google-Mobile', 'AdsBot-Google', 'Googlebot']"
sumnerwa.gov,City,Non-Federal Agency,City of Sumner,Sumner,WA,brianc@sumnerwa.gov,http://sumnerwa.gov,True,[]
sumtersc.gov,City,Non-Federal Agency,City of Sumter,Sumter,SC,cityofsumter@sumtersc.gov,http://sumtersc.gov,False,[]
sunlandpark-nm.gov,City,Non-Federal Agency,Sunland Park city,Sunland Park,NM,helpdesk@esei.com,http://sunlandpark-nm.gov,False,[]
sunnyside-wa.gov,City,Non-Federal Agency,City Of Sunnyside,Sunnyside,WA,dennisknight@sunnyside-wa.gov,http://sunnyside-wa.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
sunrisebeachmo.gov,City,Non-Federal Agency,Village of Sunrise Beach Missouri,Sunrise Beach,MO,mvcoldwell@gmail.com,http://sunrisebeachmo.gov,False,[]
sunrisebeachtx.gov,City,Non-Federal Agency,Sunrise Beach Village,Sunrise Beach,TX,srbv@cityofsunrisebeach.org,http://sunrisebeachtx.gov,False,[]
sunrisefl.gov,City,Non-Federal Agency,City of Sunrise,Sunrise,FL,ITInfrastructureAdmins@sunrisefl.gov,http://sunrisefl.gov,False,[]
sunsetbeachnc.gov,City,Non-Federal Agency,"Sunset Beach, Town of",Sunset Beach,NC,(blank),http://sunsetbeachnc.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
sunvalleyidaho.gov,City,Non-Federal Agency,City of Sun Valley,Sun Valley,ID,(blank),http://sunvalleyidaho.gov,True,"['MSNBot', 'archive.org_bot', 'W3C-checklink', 'ia_archiver', 'Googlebot', 'CCBot']"
superioraz.gov,City,Non-Federal Agency,Town of Superior,Superior,AZ,rlee@azk9.net,http://superioraz.gov,False,[]
superiorcolorado.gov,City,Non-Federal Agency,Town of Superior,Superior,CO,Matt.Benner@apogeecsi.com,http://superiorcolorado.gov,False,[]
superiorwi.gov,City,Non-Federal Agency,City of Superior,Superior,WI,InformationTechnology@ci.superior.wi.us,http://superiorwi.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
surfcitync.gov,City,Non-Federal Agency,Town of Surf City,Surf City,NC,jlingle@surfcitync.gov,http://surfcitync.gov,True,"['Baiduspider', 'Siteimprovebot', 'Siteimprovebot-crawler', 'Siteimprove', 'Yandex']"
surgoinsvilletn.gov,City,Non-Federal Agency,Town of Surgoinsville,Surgoinsville,TN,surgoinsvillech@gmail.com,http://surgoinsvilletn.gov,False,[]
surpriseaz.gov,City,Non-Federal Agency,City of Surprise,Surprise,AZ,(blank),http://surpriseaz.gov,False,[]
surprisepubliclibrary.gov,City,Non-Federal Agency,City of Surprise Library,Surprise,AZ,itsecurity@surpriseaz.gov,http://surprisepubliclibrary.gov,False,[]
sussexwi.gov,City,Non-Federal Agency,The Village of Sussex,Sussex,WI,dbruns@villagesussex.org,http://sussexwi.gov,False,[]
sutherlinoregon.gov,City,Non-Federal Agency,City of Sutherlin,Sutherlin,OR,support@systech.services,http://sutherlinoregon.gov,False,[]
swampscottma.gov,City,Non-Federal Agency,Town of Swampscott,Swampscott,MA,bsheng@hiq.com,http://swampscottma.gov,True,[]
swanseama.gov,City,Non-Federal Agency,Town of Swansea,Swansea,MA,wanderson@mxcsi.com,http://swanseama.gov,False,[]
swantonvt.gov,City,Non-Federal Agency,"Town of Swanton, Vermont",Swanton,VT,(blank),http://swantonvt.gov,False,[]
swanvillemn.gov,City,Non-Federal Agency,City of Swanville,Swanville,MN,(blank),http://swanvillemn.gov,False,[]
swanzeynh.gov,City,Non-Federal Agency,Town of Swanzey,Swanzey,NH,allantreadwell@gsinet.net,http://swanzeynh.gov,False,[]
swataratwpauthority-pa.gov,City,Non-Federal Agency,Swatara Township Authority,Harrisburg,PA,Administrator@SwataraSewer.com,http://swataratwpauthority-pa.gov,True,[]
sweenytx.gov,City,Non-Federal Agency,City of Sweeny,Sweeny,TX,(blank),http://sweenytx.gov,False,[]
sweethomeor.gov,City,Non-Federal Agency,City of Sweet Home,Sweet Home,OR,(blank),http://sweethomeor.gov,False,[]
sweetwatertn.gov,City,Non-Federal Agency,The City of Sweetwater TN,Sweetwater,TN,Cityofsweetwatertn@gmail.com,http://sweetwatertn.gov,False,[]
